"ng-binding","ng-binding 2","ng-binding href","ng-binding src","ng-scope src","ng-scope","ng-binding 3","ng-binding 4","ng-binding 5","ng-binding 6","ng-scope src 2","ng-binding 7","ng-binding 8","ng-binding 9","ng-binding 10","ng-scope src 3","ng-binding 11","ng-scope src 4","ng-scope src 5","ng-scope src 6","ng-scope src 7"
"213","關羽豬","https://pigfarmmix.net/#/pig/213","https://pigfarmmix.net/png_h/08a95cf6862bbdd2df8847f47e53a839c81727d8ca9b7ebd1be9a106bccc840120251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","不挑食","6","0 小時","58 分鐘","24 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [圖鑑4 頁4#6]","≤ 132.4 kg","≥ 184.1 kg","6000 pt","","","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png","https://pigfarmmix.net/png_h/03e3e13252adb926e796ced8fc43df1331408f8195521c86f8ec25da3105eb6720251013.png",""
"400","埃及豬后","https://pigfarmmix.net/#/pig/400","https://pigfarmmix.net/png_h/71f3364368799450e9af2d1729904bf50885a14fd4febef55175fabe9e5f3c6820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","5","60 分鐘","1 小時","20 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 148.5 kg","≥ 209.1 kg","9000 pt","https://pigfarmmix.net/png_h/a8c431ef04e348d579dbea87991cab0dadc22df86edf1920a8c8e76335bd820c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"401","豬三藏","https://pigfarmmix.net/#/pig/401","https://pigfarmmix.net/png_h/df65d75a023dc39d73d6af0fa77f9b182917a7a06800ae46e93422f302be0b6e20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 128.8 kg","≥ 169.7 kg","7000 pt","https://pigfarmmix.net/png_h/d48df30397ce33593ddd99a7039b689c0ca8147be77810da82091e7db2ac5ba720251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"402","歌劇豬影","https://pigfarmmix.net/#/pig/402","https://pigfarmmix.net/png_h/20385370ac58ef972a712e4a32976ac0e8df681903279a40094d8f2e83af181d20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","14 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 126.6 kg","≥ 164.0 kg","6500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"403","海賊豬鬍子","https://pigfarmmix.net/#/pig/403","https://pigfarmmix.net/png_h/6306b5bc74cd2c663bfb1e07bf03e2149de304437cc5e3f754fccd11e4bcb4a120251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","5","0 小時","58 分鐘","30 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 128.5 kg","≥ 218.2 kg","10000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"404","豬豬武士","https://pigfarmmix.net/#/pig/404","https://pigfarmmix.net/png_h/35d9294a567d257bf48fdaa02750dcbae581e3b9275446092a490dff517fe77920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 131.6 kg","≥ 212.0 kg","8500 pt","https://pigfarmmix.net/png_h/d48df30397ce33593ddd99a7039b689c0ca8147be77810da82091e7db2ac5ba720251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"405","聖豬貞德","https://pigfarmmix.net/#/pig/405","https://pigfarmmix.net/png_h/6e6c1e7a5c612c25851b9412115bbef21b70ce86c12a665f9da681dfbf7042a820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","5","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 131.5 kg","≥ 204.8 kg","10000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"406","慶祝豬","https://pigfarmmix.net/#/pig/406","https://pigfarmmix.net/png_h/6425b645fdb5c856775e64916a53cb785fa2552eb996076c94fde501ba899b0c20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","2","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 128.8 kg","≥ 196.0 kg","8500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"407","豬貴妃","https://pigfarmmix.net/#/pig/407","https://pigfarmmix.net/png_h/d66ee881e7b9cf36551783132d6dad73d9768962d3bc63e1451b60e96227ff2520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","5","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 135.8 kg","≥ 212.7 kg","10000 pt","https://pigfarmmix.net/png_h/1a4d96e5f723848dfbd2bbb08fd82f6579c3850dcc352a2b9ee260764acd522320251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"408","シスターピッグ","https://pigfarmmix.net/#/pig/408","https://pigfarmmix.net/png_h/c6239ed3e09c17d5c5d90158d1df5d683ac7ea8df082c36135563fa1b11b031020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 130.6 kg","≥ 186.5 kg","8000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"409","仙杜瑞豬","https://pigfarmmix.net/#/pig/409","https://pigfarmmix.net/png_h/bbae6802fe631e5ac102fe773904efefa50fca4d1f64e848caca369ca436aed720251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","6 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 128.9 kg","≥ 187.9 kg","8500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"410","灰姑娘豬","https://pigfarmmix.net/#/pig/410","https://pigfarmmix.net/png_h/03809c468661b2b8906d6ffeee2fd3901ea6d8ee078685093c9bf682b2afe48920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","6 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 128.9 kg","≥ 187.9 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"411","豬豬・亞瑟","https://pigfarmmix.net/#/pig/411","https://pigfarmmix.net/png_h/3fa7473f0b86386a8ad8ac741bea5a67fc338c37380d2e30a819d405cd0db9a920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","5","60 分鐘","1 小時","25 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 132.5 kg","≥ 196.5 kg","10000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"412","石川五右衛豬","https://pigfarmmix.net/#/pig/412","https://pigfarmmix.net/png_h/e338e155675cb6ad80b56a54069c22a506e1fc31ac430b26eeaec27e55384f5820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","5","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/811992418c93eac5c6722e48989ba638bc739f8c763e8aa6fccb0cdb69e091ae20251013.png","野豬 [活動圖鑑]","≤ 131.0 kg","≥ 212.4 kg","10000 pt","https://pigfarmmix.net/png_h/1083a39a293067c36e6e25b013d3a87904536ffef5349212d9a97fae8ca2b74420251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"413","夢遊豬場的愛麗絲","https://pigfarmmix.net/#/pig/413","https://pigfarmmix.net/png_h/b952b1e1a8cf786f8618e8aba237c640b2a11dc7616d0b15961a325d034a6c3520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 130.7 kg","≥ 190.6 kg","9000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"414","夢遊豬場的愛麗絲(S)","https://pigfarmmix.net/#/pig/414","https://pigfarmmix.net/png_h/db0c48bfdb36d28bf89cd8564684156ff881ec02233951ecd8e40cbb248ee1d920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 128.9 kg","≥ 176.6 kg","9000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"415","瘋帽豬","https://pigfarmmix.net/#/pig/415","https://pigfarmmix.net/png_h/a1804a69f4dc766f304c1500bbf1b3eb79306875c7ed9b94a9f906977f4367b120251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 127.9 kg","≥ 180.0 kg","5000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"416","白兔豬","https://pigfarmmix.net/#/pig/416","https://pigfarmmix.net/png_h/180367a76da08cfe2c0417ff33536c5344bd5fb598c995e827f2e43f099a98b120251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 125.9 kg","≥ 170.2 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"417","所羅豬王","https://pigfarmmix.net/#/pig/417","https://pigfarmmix.net/png_h/ef1b86fd85b9ef93133b1164af213003a06ceb4b0a225740e8bbc28612ee205220251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","60 分鐘","1 小時","27 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 129.4 kg","≥ 231.6 kg","10000 pt","https://pigfarmmix.net/png_h/1083a39a293067c36e6e25b013d3a87904536ffef5349212d9a97fae8ca2b74420251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"418","拇指豬姑娘","https://pigfarmmix.net/#/pig/418","https://pigfarmmix.net/png_h/f7c65ce1ae641e0e6a8ead6738e98c4c5f20466d0c7ddabb2fcc7dfb5133330b20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/6585446bb2af50be3aaaf28d138c7bd5f2737b0e067ed0f28fa97b1f6b396d8020251013.png","肉色 [活動圖鑑]","≤ 131.6 kg","≥ 190.6 kg","5000 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"419","禮帽豬","https://pigfarmmix.net/#/pig/419","https://pigfarmmix.net/png_h/d82cfa6885101a1a9be8882f8afbd95dbf8dc56ff53d8afb6fe9a502db9978bf20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","60 分鐘","1 小時","30 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 130.7 kg","≥ 179.1 kg","5500 pt","https://pigfarmmix.net/png_h/8634aa677090b5bfca798d786e8ef2e14d04de87c2335c7e4a7052c45d83ddd120251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"420","竹取豬","https://pigfarmmix.net/#/pig/420","https://pigfarmmix.net/png_h/740e24180f49c8d8c90b192dd5fc7a58175f3bf4406048c9104c7ae7cadd799820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","60 分鐘","1 小時","32 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 135.8 kg","≥ 230.1 kg","9000 pt","https://pigfarmmix.net/png_h/1a4d96e5f723848dfbd2bbb08fd82f6579c3850dcc352a2b9ee260764acd522320251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"421","豬諾丘","https://pigfarmmix.net/#/pig/421","https://pigfarmmix.net/png_h/a5c79fee8492d15b2c49f5366b6ab14a3262b8213d2d6b5af8ac53459a87326c20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","60 分鐘","1 小時","26 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 131.6 kg","≥ 192.1 kg","8500 pt","https://pigfarmmix.net/png_h/8634aa677090b5bfca798d786e8ef2e14d04de87c2335c7e4a7052c45d83ddd120251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
